FID,OBJECTID,Id,categ,pend_porc,Fuente,id_pend,COD_COB25_,NOM_COB25,SIM_COB25,GEOLOGIA_1,GEOLOGIA_2,LATITUD_Y,LONGITUD_X,Elevacion,Pendiente,NOMBRE,CODIGO,DATO_ID,FECHA1,FECHA2,CONCAT,Long,Lat,ESTACIÓN,P_24H__mm_,P_3DIAS__m,P_7DIAS__m,P_10DIAS__,P15DIAS__m,P30DIAS__m,P60DIAS__m,P90DIAS__m
131,132,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Qca(RMel),Cono aluvial rio Melendez,3.391198824,-76.55241561,972.6126099,7.634084225,NAPOLES,2622330108,132,7/22/2018 0:00,7/22/2018 0:00,7/22/2018NAPOLES,-76.55241561,3.391198824,NAPOLES,0,0,0,0,51.4,96,167.1,308.4
132,133,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31111,Bosque mixto denso alto de tierra firme,BNDALT,TQj,Formacion Jamundi,3.34379192,-76.56297322,1161.345825,6.662359238,LA RIVERITA,2622310103,133,7/13/2018 0:00,7/13/2018 0:00,7/13/2018LA RIVERITA,-76.56297322,3.34379192,LA RIVERITA,0,0,2.4,2.4,9.9,23.3,208.2,353.9
133,134,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,32310,Vegetación secundaria o transición,VEGSEC,Ql/Kv,Lateritas Formacion Volcanica,3.388050833,-76.57034132,1196.772949,31.15164566,NAPOLES,2622330108,134,7/3/2018 0:00,7/3/2018 0:00,7/3/2018NAPOLES,-76.57034132,3.388050833,NAPOLES,0,6,43.9,44.5,44.6,85.2,252.3,399.3
134,135,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23171,Pasto cultivado arbolado,PCUAR,TOf,Formacion Ferreira,3.353526328,-76.56167817,1140.805542,20.03101158,LA RIVERITA,2622310103,135,7/26/2018 0:00,7/26/2018 0:00,7/26/2018LA RIVERITA,-76.56167817,3.353526328,LA RIVERITA,4,7,20.5,21,26.1,47.8,81.6,322.4
135,136,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31211,Bosque mixto abierto alto de tierra firme,BNAALT,Ql/Kv,Lateritas Formacion Volcanica,3.357271601,-76.5994854,1488.616699,10.58029461,LILI - SAN SEBASTIAN,2622310201,136,7/22/2006 0:00,7/22/2006 0:00,7/22/2006LILI - SAN SEBASTIAN,-76.5994854,3.357271601,LILI - SAN SEBASTIAN,0,0,0,0,0,0,256,621
136,137,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Ql/Kv,Lateritas Formacion Volcanica,3.491092744,-76.60744309,1667.979858,35.77548218,AGUACATAL,2622420103,137,7/5/2016 0:00,7/5/2016 0:00,7/5/2016AGUACATAL,-76.60744309,3.491092744,AGUACATAL,3,45,69.8,122.2,203,236.8,373.2,466
137,138,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31111,Bosque mixto denso alto de tierra firme,BNDALT,TQj,Formacion Jamundi,3.341663093,-76.56318346,1178.929321,11.16884995,LA RIVERITA,2622310103,138,7/9/2017 0:00,7/9/2017 0:00,7/9/2017LA RIVERITA,-76.56318346,3.341663093,LA RIVERITA,0,0,0.8,0.8,22,112.5,227.2,522.6
138,139,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23170,Pasto cultivado,PCU,TQj,Formacion Jamundi,3.305735784,-76.56347799,1010.32843,10.78195381,JAMUNDI,2622100202,139,7/21/2016 0:00,7/21/2016 0:00,7/21/2016EL PALACIO,-76.56347799,3.305735784,EL PALACIO,0,0,6,6,16,65,181,449
139,140,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,12111,Otras superficies artificiales con construcción,OICC,Qd,Derrubios,3.347083724,-76.59074938,1246.129028,24.03407097,LILI - SAN SEBASTIAN,2622310201,140,7/6/2016 0:00,7/6/2016 0:00,7/6/2016LILI - SAN SEBASTIAN,-76.59074938,3.347083724,LILI - SAN SEBASTIAN,0,11,17.6,17.6,18.6,79,294.4,556.8
140,141,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11211,Zonas urbanas discontinuas,ZUD,Ql/Kv,Lateritas Formacion Volcanica,3.526219451,-76.58603501,2098.276855,76.80604553,VILLA ARACELLY,2622420104,141,7/22/2018 0:00,7/22/2018 0:00,7/22/2018AGUACATAL,-76.58603501,3.526219451,AGUACATAL,0,5,6.6,16.6,27,30.8,276,350.2
141,142,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Ql/Kv,Lateritas Formacion Volcanica,3.388021807,-76.55537043,979.8973999,9.422034264,NAPOLES,2622330108,142,7/28/2018 0:00,7/28/2018 0:00,7/28/2018NAPOLES,-76.55537043,3.388021807,NAPOLES,0,6,31.2,31.2,47,97.2,152.6,330.9
142,143,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Qca(RMel),Cono aluvial rio Melendez,3.395080173,-76.55720736,979.9776611,1.505561113,NAPOLES,2622330108,143,7/12/2018 0:00,7/12/2018 0:00,7/12/2018NAPOLES,-76.55720736,3.395080173,NAPOLES,0,28,28.4,28.4,56.5,79.1,197.2,340.3
143,144,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,32110,Arbustal y matorral denso alto de tierra firme,ABDALT,TQj,Formacion Jamundi,3.299658512,-76.56942175,996.9848633,17.28817558,JAMUNDI,2622100202,144,7/20/2005 0:00,7/20/2005 0:00,7/20/2005EL PALACIO,-76.56942175,3.299658512,EL PALACIO,0,0,0,10,44,78,128,295
144,145,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23171,Pasto cultivado arbolado,PCUAR,Qca1(RPan),Cono aluvial 1 rio Pance,3.358087795,-76.55612303,1059.789795,9.321334839,LA RIVERITA,2622310103,145,7/25/2018 0:00,7/25/2018 0:00,7/25/2018LA RIVERITA,-76.55612303,3.358087795,LA RIVERITA,0,16,16.6,16.7,21.2,42.9,98.3,337.1
145,146,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,32310,Vegetación secundaria o transición,VEGSEC,TOg,Formacion Guachinte,3.374855289,-76.56394336,1113.822266,14.91334724,NAPOLES,2622330108,146,7/10/2019 0:00,7/10/2019 0:00,7/10/2019NAPOLES,-76.56394336,3.374855289,NAPOLES,0,3,6.1,6.1,42.4,65.6,256.4,415.5
146,147,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,23171,Pasto cultivado arbolado,PCUAR,Qca1(RPan),Cono aluvial 1 rio Pance,3.358231823,-76.55178281,1060.675903,18.85739517,LA RIVERITA,2622310103,147,7/21/2018 0:00,7/21/2018 0:00,7/21/2018LA RIVERITA,-76.55178281,3.358231823,LA RIVERITA,1,1,1.1,1.3,3.7,23.5,100.6,326.8
147,148,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,32111,Arbustal y matorral denso bajo de tierra firme,ABDBAJ,Qca2(RPan),Cono aluvial 2 rio Pance,3.307603722,-76.55460427,1008.902954,11.46632671,EL PALACIO,2622100102,148,7/19/2016 0:00,7/19/2016 0:00,7/19/2016EL PALACIO,-76.55460427,3.307603722,EL PALACIO,0,6,6,6,6,55,181,452
148,149,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31311,Bosque mixto fragmentado con pastos y cultivos,BNFPNC,Qca1(RPan),Cono aluvial 1 rio Pance,3.359385733,-76.55023987,1058.258057,16.14460564,LA RIVERITA,2622310103,149,7/19/2018 0:00,7/19/2018 0:00,7/19/2018LA RIVERITA,-76.55023987,3.359385733,LA RIVERITA,0,0,0.7,3.1,3.1,22.9,104.8,332.1
149,150,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,TOg,Formacion Guachinte,3.407973995,-76.55613378,980.5767212,20.47709465,IDEAS,2622330111,150,7/10/2018 0:00,7/10/2018 0:00,7/10/2018IDEAS,-76.55613378,3.407973995,IDEAS,11,11,11.2,12.3,39.4,43.9,175.5,323
150,151,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,12111,Otras superficies artificiales con construcción,OICC,Tgp,Stock de Pance – Gabro hornblendico,3.327158203,-76.61838491,1418.886963,74.3428421,PANCE - CHORRERA,2622110103,151,7/1/2016 0:00,7/1/2016 0:00,7/1/2016PANCE - CHORRERA,-76.61838491,3.327158203,PANCE - CHORRERA,1,5,6.6,14.4,56.2,149.8,279.4,554.8
151,152,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,32210,Arbustal y matorral abierto alto de tierra firme,ABAFAL,TQj,Formacion Jamundi,3.318952,-76.56718013,1162.411255,3.305543661,LA RIVERITA,2622310103,152,7/31/2019 0:00,7/31/2019 0:00,7/31/2019LA RIVERITA,-76.56718013,3.318952,LA RIVERITA,0,0,26.1,31.6,31.6,79.7,309.2,453.9
152,153,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,23171,Pasto cultivado arbolado,PCUAR,Ql/Kv,Lateritas Formacion Volcanica,3.437713364,-76.58946944,1414.847168,25.64283943,YANACONAS,2622410102,153,7/10/2013 0:00,7/10/2013 0:00,7/10/2013YANACONAS,-76.58946944,3.437713364,YANACONAS,0,0,25,29,31,82,308,563
153,154,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Ql/Kv,Lateritas Formacion Volcanica,3.425896361,-76.57879783,1397.077759,45.97906876,LOS CRISTALES,2622330105,154,7/20/2003 0:00,7/20/2003 0:00,7/20/2003LOS CRISTALES,-76.57879783,3.425896361,LOS CRISTALES,0,0,25,27,33,46,309,598
154,155,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,32310,Vegetación secundaria o transición,VEGSEC,Kv,Formacion Volcanica,3.446219943,-76.54978597,1081.565552,14.82753468,PLANTA RIO CALI,2622400103,155,7/23/2015 0:00,7/23/2015 0:00,7/23/2015PLANTA RIO CALI,-76.54978597,3.446219943,PLANTA RIO CALI,0,2,34,34,35,38,64.6,155.6
155,156,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,23171,Pasto cultivado arbolado,PCUAR,Qca1(RPan),Cono aluvial 1 rio Pance,3.359092791,-76.5540133,1060.763184,25.7235527,LA RIVERITA,2622310103,156,7/30/2019 0:00,7/30/2019 0:00,7/30/2019LA RIVERITA,-76.5540133,3.359092791,LA RIVERITA,0,0,26.1,31.6,31.6,79.7,332.6,457.4
156,157,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11211,Zonas urbanas discontinuas,ZUD,Ql/Kv,Lateritas Formacion Volcanica,3.382573485,-76.57094359,1176.40271,21.14590836,NAPOLES,2622330108,157,7/8/2020 0:00,7/8/2020 0:00,7/8/2020NAPOLES,-76.57094359,3.382573485,NAPOLES,0,2,21.8,35.2,44.1,106.1,252.4,348.1
157,158,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Ql/Kv,Lateritas Formacion Volcanica,3.490645471,-76.60593685,1647.789917,1.930218697,AGUACATAL,2622420103,158,7/30/2005 0:00,7/30/2005 0:00,7/30/2005AGUACATAL,-76.60593685,3.490645471,AGUACATAL,3,3,3,12,14,51,119,321
158,159,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,TQj,Formacion Jamundi,3.308653826,-76.5561285,999.4441528,4.175437927,EL PALACIO,2622100102,159,7/17/2016 0:00,7/17/2016 0:00,7/17/2016EL PALACIO,-76.5561285,3.308653826,EL PALACIO,0,0,0,0,18,63,176,446
159,160,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.467939673,-76.63072011,1726.195313,34.31271362,FELIDIA,2622400107,160,7/19/2017 0:00,7/19/2017 0:00,7/19/2017FELIDIA,-76.63072011,3.467939673,FELIDIA,15,37,40.6,41.2,51.4,147.4,231.8,458.2
160,161,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,23172,Pasto cultivado enmalezado,PCURA,TQj,Formacion Jamundi,3.310135194,-76.55431584,1043.776978,8.848095894,EL PALACIO,2622100102,161,8/14/2006 0:00,8/14/2006 0:00,8/14/2006EL PALACIO,-76.55431584,3.310135194,EL PALACIO,0,0,0,0,4,58,68,315
161,162,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,24140,Misceláneo de cultivos y espacios naturales,MSCULV,Qca1(RPan),Cono aluvial 1 rio Pance,3.368549925,-76.55797349,1037.227539,14.1094799,LA RIVERITA,2622310103,162,8/19/2018 0:00,8/19/2018 0:00,8/19/2018LA RIVERITA,-76.55797349,3.368549925,LA RIVERITA,0,0,3.9,3.9,8.8,30,53.9,247.2
162,163,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11211,Zonas urbanas discontinuas,ZUD,Ql/Kv,Lateritas Formacion Volcanica,3.398297951,-76.56908682,1197.104248,22.45061493,IDEAS,2622330111,163,8/22/2016 0:00,8/22/2016 0:00,8/22/2016IDEAS,-76.56908682,3.398297951,IDEAS,0,0,0,0,0,25.1,37.3,228
163,164,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.438775008,-76.54206009,999.5701904,35.12570953,PLANTA RIO CALI,2622400103,164,9/20/2015 0:00,9/20/2015 0:00,9/20/2015PLANTA RIO CALI,-76.54206009,3.438775008,PLANTA RIO CALI,0,0,0.6,0.6,2,2.7,25.1,62.7
164,165,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,33130,Helechal,HELECH,TQj,Formacion Jamundi,3.332254243,-76.56664001,1147.813477,35.50212479,LA RIVERITA,2622310103,165,9/19/2018 0:00,9/19/2018 0:00,9/19/2018LA RIVERITA,-76.56664001,3.332254243,LA RIVERITA,0,0,46.5,46.5,46.5,50.8,80.8,104.7
165,166,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,12211,Otras superficies artificiales sin construcción,OISC,Kv,Formacion Volcanica,3.411515087,-76.56257091,978.6077881,5.929447651,IDEAS,2622330111,166,8/1/2016 0:00,8/1/2016 0:00,8/1/2016IDEAS,-76.56257091,3.411515087,IDEAS,0,0,22.2,24.1,24.1,26.7,172.3,346.8
166,167,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.442753944,-76.54019503,995.7229614,9.25279808,PLANTA RIO CALI,2622400103,167,8/11/2014 0:00,8/11/2014 0:00,8/11/2014PLANTA RIO CALI,-76.54019503,3.442753944,PLANTA RIO CALI,0,0,14.2,14.6,19.4,69,169.6,385.2
167,168,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,23171,Pasto cultivado arbolado,PCUAR,Qca1(RPan),Cono aluvial 1 rio Pance,3.353751765,-76.55325786,1076.765991,18.67356682,LA RIVERITA,2622310103,168,8/2/2019 0:00,8/2/2019 0:00,8/2/2019LA RIVERITA,-76.55325786,3.353751765,LA RIVERITA,0,0,0.1,26.1,31.6,54.4,292.1,450.1
168,169,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Ql/Kv,Lateritas Formacion Volcanica,3.438767531,-76.6174864,1654.293213,4.839818478,PICHINDE,2622400108,169,8/2/2016 0:00,8/2/2016 0:00,8/2/2016PICHINDE,-76.6174864,3.438767531,PICHINDE,0,0,28.6,31,31.4,51.8,184.4,466
169,170,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.451576693,-76.56251659,1132.450928,27.84732246,CALI - BOCATOMA,2622400106,170,8/27/2015 0:00,8/27/2015 0:00,8/27/2015CALI - BOCATOMA,-76.56251659,3.451576693,CALI - BOCATOMA,0,0,0.2,0.2,14.2,26.4,62.4,77.8
170,171,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,32211,Arbustal y matorral abierto bajo de tierra firme,ABAFBA,TQj,Formacion Jamundi,3.333189261,-76.56894541,1148.419189,28.73257828,LA RIVERITA,2622310103,171,9/30/2018 0:00,9/30/2018 0:00,9/30/2018LA RIVERITA,-76.56894541,3.333189261,LA RIVERITA,2,2,5.2,5.2,6.6,51.8,71.7,108.2
171,172,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,31311,Bosque mixto fragmentado con pastos y cultivos,BNFPNC,Ql/Kv,Lateritas Formacion Volcanica,3.370534693,-76.55742108,1062.715698,10.22785187,LA RIVERITA,2622310103,172,8/14/2018 0:00,8/14/2018 0:00,8/14/2018LA RIVERITA,-76.55742108,3.370534693,LA RIVERITA,2,4,3.9,8.8,28.7,32.4,78.8,259.1
172,173,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,23171,Pasto cultivado arbolado,PCUAR,Ql/Kv,Lateritas Formacion Volcanica,3.509245293,-76.6185847,1889.014282,15.15664768,SAN PABLO,2622420102,173,8/4/2019 0:00,8/4/2019 0:00,8/4/2019AGUACATAL,-76.6185847,3.509245293,AGUACATAL,1,12,11.6,11.8,18.6,32.4,137.6,289.6
173,174,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.47701013,-76.55696732,1184.547241,27.58821106,AGUACATAL-MONTEBELLO,2622420101,174,8/21/2013 0:00,8/21/2013 0:00,8/21/2013AGUACATAL-MONTEBELLO,-76.55696732,3.47701013,AGUACATAL-MONTEBELLO,0,0,0,1,47,47,99,170
174,175,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,23172,Pasto cultivado enmalezado,PCURA,TQj,Formacion Jamundi,3.321241862,-76.56739436,1174.192871,25.31579781,LA RIVERITA,2622310103,175,8/12/2018 0:00,8/12/2018 0:00,8/12/2018LA RIVERITA,-76.56739436,3.321241862,LA RIVERITA,0,0,0,9.6,27.3,30.4,76.4,267.8
175,176,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11211,Zonas urbanas discontinuas,ZUD,Ql/Kv,Lateritas Formacion Volcanica,3.379471544,-76.56810111,1158.298706,9.412157059,NAPOLES,2622330108,176,9/11/2019 0:00,9/11/2019 0:00,9/11/2019NAPOLES,-76.56810111,3.379471544,NAPOLES,1,1,1.2,1.2,12.1,14.6,51.8,115.7
176,177,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,TQj,Formacion Jamundi,3.314544487,-76.56178372,1067.65564,13.21183777,EL PALACIO,2622100102,177,9/21/2014 0:00,9/21/2014 0:00,9/21/2014EL PALACIO,-76.56178372,3.314544487,EL PALACIO,1,1,22,24,24,39,45,88
177,178,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11211,Zonas urbanas discontinuas,ZUD,Ql/Kv,Lateritas Formacion Volcanica,3.411265082,-76.56947876,998.8848877,15.79623604,IDEAS,2622330111,178,8/11/2018 0:00,8/11/2018 0:00,8/11/2018IDEAS,-76.56947876,3.411265082,IDEAS,0,0,0.6,6.5,21.7,34,86.4,225.1
178,179,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.406481734,-76.57565372,1041.108154,48.332901,IDEAS,2622330111,179,8/12/2018 0:00,8/12/2018 0:00,8/12/2018IDEAS,-76.57565372,3.406481734,IDEAS,0,0,0.1,5.7,23,35.3,85.4,224.5
179,180,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,23171,Pasto cultivado arbolado,PCUAR,TQj,Formacion Jamundi,3.316281756,-76.5579123,1098.094482,16.83687592,EL PALACIO,2622100102,180,8/2/2014 0:00,8/2/2014 0:00,8/2/2014EL PALACIO,-76.5579123,3.316281756,EL PALACIO,0,0,0,2,6,7,77,262
180,181,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11211,Zonas urbanas discontinuas,ZUD,Qca1(RPan),Cono aluvial 1 rio Pance,3.365320716,-76.56171123,1053.939453,12.8718977,LA RIVERITA,2622310103,181,8/11/2018 0:00,8/11/2018 0:00,8/11/2018LA RIVERITA,-76.56171123,3.365320716,LA RIVERITA,0,0,4.9,11.8,25.8,28.5,76.8,267.8
181,182,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Ql/Kv,Lateritas Formacion Volcanica,3.391745416,-76.55780392,979.0475464,10.77940559,NAPOLES,2622330108,182,9/6/2019 0:00,9/6/2019 0:00,9/6/2019NAPOLES,-76.55780392,3.391745416,NAPOLES,0,0,0,0,0,3.3,54,121.8
182,183,4,Riesgo bajo,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Qal,Depositos aluviales,3.411591845,-76.55794102,978.7866211,3.90370369,IDEAS,2622330111,183,8/29/2019 0:00,8/29/2019 0:00,8/29/2019IDEAS,-76.55794102,3.411591845,IDEAS,0,0,0,0,1.2,4.3,69.4,142.9
183,184,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,32211,Arbustal y matorral abierto bajo de tierra firme,ABAFBA,TQj,Formacion Jamundi,3.321968448,-76.55315243,1023.52301,12.43942547,LA RIVERITA,2622310103,184,8/2/2019 0:00,8/2/2019 0:00,8/2/2019LA RIVERITA,-76.55315243,3.321968448,LA RIVERITA,0,0,0.1,26.1,31.6,54.4,292.1,450.1
184,185,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,23172,Pasto cultivado enmalezado,PCURA,TQj,Formacion Jamundi,3.311886943,-76.56377383,1066.242188,36.49390411,EL PALACIO,2622100102,185,8/12/2014 0:00,8/12/2014 0:00,8/12/2014EL PALACIO,-76.56377383,3.311886943,EL PALACIO,0,3,4,4,4,10,49,120
185,186,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,32310,Vegetación secundaria o transición,VEGSEC,Ql/Kv,Lateritas Formacion Volcanica,3.425125217,-76.57217284,1248.960449,27.71334839,LOS CRISTALES,2622330105,186,8/14/2016 0:00,8/14/2016 0:00,8/14/2016LOS CRISTALES,-76.57217284,3.425125217,LOS CRISTALES,0,0,0,0,0,29,44,222
186,187,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.445713363,-76.5406592,1021.697815,25.47702599,PLANTA RIO CALI,2622400103,187,8/7/2020 0:00,8/7/2020 0:00,8/7/2020PLANTA RIO CALI,-76.5406592,3.445713363,PLANTA RIO CALI,0,0,0,0,21,45.6,181.8,495.2
187,188,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,32211,Arbustal y matorral abierto bajo de tierra firme,ABAFBA,TQj,Formacion Jamundi,3.306605508,-76.56708583,1019.617249,7.446995735,JAMUNDI,2622100202,188,8/5/2016 0:00,8/5/2016 0:00,8/5/2016EL PALACIO,-76.56708583,3.306605508,EL PALACIO,0,0,0,1,20,26,102,259
188,189,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,23170,Pasto cultivado,PCU,TOg,Formacion Guachinte,3.32129201,-76.59431149,1519.602661,27.69261932,PANCE - CHORRERA,2622110103,189,9/18/2016 0:00,9/18/2016 0:00,9/18/2016PANCE - CHORRERA,-76.59431149,3.32129201,PANCE - CHORRERA,0,0,0.4,0.8,44.8,69,107.2,156.2
189,190,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31352,Bosque de guadua,BG,Qca2(RPan),Cono aluvial 2 rio Pance,3.345165086,-76.55619867,1110.321899,12.20032215,LA RIVERITA,2622310103,190,9/4/2018 0:00,9/4/2018 0:00,9/4/2018LA RIVERITA,-76.55619867,3.345165086,LA RIVERITA,0,0,3.3,3.3,4.3,8.2,44.2,93.4
190,191,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,31311,Bosque mixto fragmentado con pastos y cultivos,BNFPNC,TOf,Formacion Ferreira,3.355892446,-76.56267196,1112.053223,14.38232422,LA RIVERITA,2622310103,191,9/4/2018 0:00,9/4/2018 0:00,9/4/2018LA RIVERITA,-76.56267196,3.355892446,LA RIVERITA,0,0,3.3,3.3,4.3,8.2,44.2,93.4
191,192,7,Amenaza baja,0 a 3%,"DAPM, curvas de nivel cada 10m",1,11111,Zonas urbanas continuas,ZUC,Kv,Formacion Volcanica,3.448095758,-76.54613274,1045.576538,12.03397751,PLANTA RIO CALI,2622400103,192,8/20/2015 0:00,8/20/2015 0:00,8/20/2015PLANTA RIO CALI,-76.54613274,3.448095758,PLANTA RIO CALI,0,0,7.4,11.6,20.6,24.2,60,91.6
192,193,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,23170,Pasto cultivado,PCU,Kv,Formacion Volcanica,3.477968013,-76.61008435,1620.673828,18.9548378,FELIDIA,2622400107,193,8/5/2018 0:00,8/5/2018 0:00,8/5/2018FELIDIA,-76.61008435,3.477968013,FELIDIA,0,12,50.4,63.6,109.8,118,243,501.2
193,194,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,23170,Pasto cultivado,PCU,TQj,Formacion Jamundi,3.33369466,-76.55385131,1061.368774,7.117706299,LA RIVERITA,2622310103,194,8/14/2018 0:00,8/14/2018 0:00,8/14/2018LA RIVERITA,-76.55385131,3.33369466,LA RIVERITA,2,4,3.9,8.8,28.7,32.4,78.8,259.1
194,195,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,11111,Zonas urbanas continuas,ZUC,Qca1(RPan),Cono aluvial 1 rio Pance,3.356171834,-76.55811358,1074.577637,20.21354103,LA RIVERITA,2622310103,195,8/15/2019 0:00,8/15/2019 0:00,8/15/2019LA RIVERITA,-76.55811358,3.356171834,LA RIVERITA,0,0,0,0,0,31.6,147.9,380.9
195,196,7,Amenaza baja,14-25%,"DAPM, curvas de nivel cada 10m",4,12211,Otras superficies artificiales sin construcción,OISC,TOg,Formacion Guachinte,3.395575422,-76.55894891,990.6241455,33.74820709,NAPOLES,2622330108,196,8/31/2019 0:00,8/31/2019 0:00,8/31/2019NAPOLES,-76.55894891,3.395575422,NAPOLES,0,0,0,0,2.5,3.9,57.1,146.3
196,197,4,Riesgo bajo,14-25%,"DAPM, curvas de nivel cada 10m",4,31331,Bosque mixto fragmentado con vegetación natural,BNFVN,Ql/Kv,Lateritas Formacion Volcanica,3.428324314,-76.5615536,1215.078613,31.43389893,LOS CRISTALES,2622330105,197,8/10/2015 0:00,8/10/2015 0:00,8/10/2015LOS CRISTALES,-76.5615536,3.428324314,LOS CRISTALES,0,7,7,7,27,36,36,68
