ELEVACION,PENDIENT,zonificacion,Nomenclatura_del_Suelo,tipo_geologia,24h,7d,10d,15d,30d,60d,90d,deslizamientos
1021.697815,25.47702599,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,0.0,0.0,21.0,45.6,181.8,495.2,0
1050.929321,3.863270521,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,10.0,167.0,188.0,313.0,456.0,536.0,694.0,1
1051.264038,9.158086777,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,54.0,54.0,54.0,83.0,231.0,331.0,1
1046.840332,89.23799896,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,14.0,197.0,210.0,366.0,583.0,746.0,908.0,1
1117.258301,32.99697876,Amenaza baja,Arbustal y matorral abierto bajo de tierra firme,Cono aluvial 2 rio Pance,0.0,47.0,67.0,116.1,303.7,518.3,679.6,0
1187.921387,35.76283646,Amenaza media,Pasto cultivado,Lateritas Formacion Volcanica,30.0,153.0,184.0,218.0,350.0,408.0,600.0,1
1052.313477,8.10593605,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,54.0,54.0,54.0,83.0,231.0,331.0,1
1300.178345,5.819188595,Riesgo bajo,Otras superficies artificiales con construcción,Derrubios,1.0,39.2,69.4,86.2,183.4,231.6,449.2,0
1122.612671,30.63601875,Riesgo alto,Zonas urbanas continuas,Lateritas Formacion Volcanica,9.5,91.2,117.0,215.4,266.2,331.3,434.0,1
1196.772949,31.15164566,Riesgo bajo,Vegetación secundaria o transición,Lateritas Formacion Volcanica,0.0,43.9,44.5,44.6,85.2,252.3,399.3,0
1095.70752,13.08166885,Riesgo bajo,Zonas urbanas discontinuas,Formacion Volcanica,12.2,14.4,57.0,100.4,101.4,110.4,177.0,1
1623.70752,101.9562073,Amenaza media,Pasto cultivado,Formacion Volcanica,0.0,0.0,0.0,0.2,11.4,102.4,211.0,1
1430.414063,53.13134003,Amenaza media,Pasto cultivado enmalezado,Formacion Guachinte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1027.185913,48.76873398,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,0.0,168.0,207.0,239.0,571.0,735.0,845.0,1
1173.59314,26.09546852,Amenaza baja,Pasto cultivado,Formacion Jamundi,8.0,8.2,8.2,106.4,142.0,526.0,686.0,0
1169.328491,16.88601875,Amenaza baja,Pasto cultivado enmalezado,Formacion Jamundi,0.0,0.0,135.6,156.4,307.2,601.0,646.4,0
1121.603394,24.34382629,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,14.0,197.0,210.0,366.0,583.0,746.0,908.0,1
1175.972168,32.36522293,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,44.0,68.0,92.0,183.0,237.0,285.0,0
1083.413696,39.86376953,Riesgo alto,Zonas urbanas continuas,Formacion Guachinte,13.0,124.0,143.0,263.0,365.0,453.0,642.0,1
1095.114502,34.35593033,Amenaza baja,Bosque mixto abierto alto de tierra firme,Formacion Jamundi,0.0,0.0,0.2,31.6,54.3,282.2,437.4,0
1031.316406,60.17660904,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,182.0,207.0,244.0,566.0,735.0,878.0,1
1083.759521,11.35223293,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,2.0,27.6,27.6,95.2,95.2,395.8,450.8,0
1257.289429,11.0579977,Amenaza media,Pasto cultivado arbolado,Formacion Guachinte,30.0,66.0,68.0,97.0,97.0,286.0,394.0,1
1154.147583,36.52463913,Riesgo bajo,Zonas urbanas discontinuas,Formacion Volcanica,12.0,25.0,25.0,27.0,45.0,223.0,406.0,0
980.206604,13.10472775,Riesgo bajo,Zonas urbanas continuas,Cono aluvial rio Melendez,0.4,69.2,112.0,194.8,316.2,381.4,530.0,1
994.1222534,7.852998257,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,1.0,70.2,113.0,209.0,336.2,382.4,485.0,1
1093.687866,56.70278549,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,10.0,193.0,218.0,311.0,583.0,735.0,918.0,1
1890.687622,19.5093956,Riesgo bajo,Pasto cultivado arbolado,Lateritas Formacion Volcanica,0.0,0.0,0.0,0.4,12.6,33.4,138.8,0
1107.495972,28.16271591,Riesgo alto,Zonas urbanas continuas,Formacion Guachinte,6.9,59.3,85.0,103.9,138.0,306.2,482.0,1
1245.10144,47.05675888,Riesgo bajo,Arbustal y matorral abierto bajo de tierra firme,Formacion Jamundi,91.6,155.0,170.0,283.2,417.0,731.5,984.0,1
997.3502808,21.3445549,Riesgo bajo,Zonas urbanas continuas,Formacion Guachinte,3.0,3.0,3.0,8.0,8.0,24.0,72.0,0
1265.445801,33.95742416,Amenaza alta,Vegetación secundaria o transición,Lateritas Formacion Volcanica,0.0,142.0,175.0,195.0,344.0,441.0,543.0,1
1064.599976,60.08757401,Riesgo bajo,Zonas urbanas continuas,Formacion Guachinte,24.4,114.8,139.0,165.2,262.6,371.2,449.0,1
1173.379272,12.12706757,Riesgo medio,Zonas urbanas continuas,Lateritas Formacion Volcanica,30.0,153.0,184.0,218.0,350.0,408.0,600.0,1
1105.901855,43.08423614,Riesgo medio,Vegetación secundaria o transición,Formacion Volcanica,5.0,85.0,88.0,186.0,282.0,343.0,455.0,1
1181.32959,12.11977005,Amenaza baja,Arbustal y matorral abierto bajo de tierra firme,Formacion Jamundi,14.0,13.8,13.8,42.1,43.1,50.5,96.9,0
1005.150208,6.622712612,Amenaza baja,Pasto cultivado arbolado,Cono aluvial 2 rio Pance,5.0,54.0,54.0,54.0,67.0,250.0,413.0,0
1076.765991,18.67356682,Amenaza baja,Pasto cultivado arbolado,Cono aluvial 1 rio Pance,0.0,0.1,26.1,31.6,54.4,292.1,450.1,0
972.6126099,7.634084225,Riesgo bajo,Zonas urbanas continuas,Cono aluvial rio Melendez,0.0,0.0,0.0,51.4,96.0,167.1,308.4,0
1073.391846,7.926323891,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,7.2,70.5,70.0,92.0,143.6,221.2,359.0,1
1068.848633,40.45897675,Riesgo bajo,Zonas urbanas discontinuas,Formacion Volcanica,0.0,81.4,85.0,110.0,211.8,456.0,465.0,0
1018.644531,13.30224609,Amenaza baja,Bosque de guadua,Formacion Jamundi,2.0,2.0,2.0,2.0,89.0,374.3,500.3,0
1113.445068,17.43528748,Amenaza baja,Bosque mixto abierto alto de tierra firme,Formacion Volcanica,0.0,0.0,2.2,3.0,3.2,62.2,64.8,0
1174.655396,54.9305954,Amenaza baja,Pasto cultivado enmalezado,Formacion Jamundi,0.0,4.2,33.8,39.0,216.2,547.4,646.6,0
1079.889038,17.34329605,Amenaza baja,Bosque mixto abierto bajo de tierra firme,Formacion Jamundi,0.0,2.0,3.9,3.9,30.0,53.9,239.3,0
1015.136963,11.5984478,Riesgo bajo,Zonas urbanas continuas,Formacion Guachinte,0.0,12.0,35.0,114.0,234.0,283.0,412.0,1
1010.179321,14.95464897,Amenaza baja,Pasto cultivado arbolado,Cono aluvial 2 rio Pance,12.0,49.0,128.0,272.0,414.0,682.0,842.0,1
1414.847168,25.64283943,Riesgo bajo,Pasto cultivado arbolado,Lateritas Formacion Volcanica,0.0,25.0,29.0,31.0,82.0,308.0,563.0,0
1070.924927,45.23475647,Riesgo medio,Zonas urbanas continuas,Lateritas Formacion Volcanica,7.4,42.4,73.0,183.0,304.1,386.8,463.0,1
1720.53894,50.29825592,Amenaza baja,Bosque mixto denso alto de tierra firme,Formacion Volcanica,0.0,29.6,40.0,41.6,147.2,327.4,406.8,0
991.2512207,7.668447018,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,2.0,7.8,7.8,8.6,14.8,54.0,91.5,0
1117.126343,51.93819809,Riesgo medio,Zonas urbanas continuas,Formacion Guachinte,0.1,102.2,110.0,113.6,151.5,384.7,454.0,1
1157.735596,7.161063671,Amenaza baja,Bosque mixto denso alto de tierra firme,Formacion Jamundi,0.0,46.5,46.5,46.5,50.8,80.8,104.7,0
1047.77002,21.83231163,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,54.0,89.0,204.0,281.0,361.0,533.0,686.0,1
1092.714355,33.55766678,Riesgo medio,Zonas urbanas continuas,Formacion Guachinte,7.6,83.5,110.0,213.5,343.7,452.1,531.0,1
1647.767334,25.49999237,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,0.0,0.0,0.0,0.0,68.0,182.0,381.0,0
1050.124146,38.61997604,Riesgo medio,Zonas urbanas continuas,Lateritas Formacion Volcanica,1.0,70.2,113.0,209.0,336.2,382.4,485.0,1
1048.150757,35.07627869,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,7.2,70.5,70.0,92.0,143.6,221.2,359.0,1
1074.297241,13.7524519,Amenaza baja,Bosque mixto fragmentado con pastos y cultivos,Formacion Ferreira,3.0,55.9,71.7,174.4,273.4,496.2,641.3,0
1129.608521,23.7950592,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,14.0,197.0,210.0,366.0,583.0,746.0,908.0,1
976.8823853,1.231034875,Riesgo bajo,Zonas urbanas continuas,Cono aluvial rio Melendez,0.0,47.7,75.9,105.0,130.0,155.2,311.2,0
1002.699341,34.96457291,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,10.0,193.0,218.0,311.0,583.0,735.0,918.0,1
1120.992065,41.36168289,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,11.0,100.0,215.0,306.0,388.0,535.0,690.0,1
999.9649658,7.230886936,Riesgo bajo,Zonas urbanas continuas,Formacion Guachinte,0.0,69.8,73.4,96.8,96.8,92.2,105.8,0
1029.619263,4.604764938,Amenaza baja,Zonas urbanas continuas,Formacion Volcanica,0.0,21.3,21.3,21.3,84.6,417.5,622.5,0
1051.995483,35.03286362,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,0.0,7.0,26.0,178.0,479.0,660.0,1
1620.673828,18.9548378,Riesgo bajo,Pasto cultivado,Formacion Volcanica,0.0,50.4,63.6,109.8,118.0,243.0,501.2,0
1064.613892,13.49347401,Amenaza baja,Bosque mixto abierto bajo de tierra firme,Formacion Jamundi,0.0,0.0,0.0,0.0,31.6,147.9,380.9,0
1004.18335,21.6445694,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,1.2,100.8,113.0,205.0,315.2,386.6,530.0,1
977.6377563,29.26873589,Riesgo bajo,Otras superficies artificiales con construcción,Cono aluvial rio Melendez,0.0,10.1,10.1,32.6,71.9,54.3,308.3,0
1097.654663,65.21030426,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,2.0,2.0,2.0,31.0,291.0,573.0,1
1100.754395,38.08086014,Riesgo medio,Zonas urbanas continuas,Formacion Guachinte,9.5,91.2,117.0,215.4,266.2,331.3,434.0,1
1064.64209,69.03983307,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,14.0,14.0,77.0,209.0,378.0,431.0,1
1098.779663,43.68172455,Riesgo bajo,Zonas urbanas discontinuas,Formacion Guachinte,1.0,46.5,46.5,46.6,50.8,83.2,107.1,0
1001.350159,5.674838066,Riesgo bajo,Otras superficies artificiales con construcción,Cono aluvial 2 rio Pance,0.0,36.0,36.0,36.0,46.0,81.0,102.0,0
1051.40625,68.58155823,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,14.0,56.0,143.0,233.0,428.0,592.0,750.0,1
1117.289795,73.94491577,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,0.0,73.8,83.0,165.0,318.0,546.8,787.0,1
1889.014282,15.15664768,Riesgo bajo,Pasto cultivado arbolado,Lateritas Formacion Volcanica,1.0,11.6,11.8,18.6,32.4,137.6,289.6,0
1086.17334,44.99789429,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.4,27.8,28.0,99.6,177.6,212.6,271.0,1
1023.279236,29.16776466,Riesgo medio,Zonas urbanas continuas,Lateritas Formacion Volcanica,4.8,10.4,35.0,181.0,318.4,410.8,480.0,1
1030.766602,8.802410126,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,182.0,207.0,244.0,566.0,735.0,878.0,1
1034.65564,7.418504238,Amenaza baja,Zonas urbanas continuas,Formacion Volcanica,0.0,15.3,17.8,39.4,141.0,218.1,294.9,0
1076.811646,17.26451111,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,14.0,197.0,210.0,366.0,583.0,746.0,908.0,1
1230.651978,75.04990387,Amenaza muy alta,Áreas naturales desnudas,Formacion Guachinte,0.0,0.2,3.0,6.2,42.4,102.0,140.0,1
1189.263794,27.96790314,Riesgo bajo,Zonas urbanas discontinuas,Formacion Volcanica,0.0,0.4,0.5,0.5,1.2,10.1,28.7,0
1074.666016,56.09586334,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,13.0,124.0,143.0,263.0,365.0,453.0,642.0,1
1066.57605,3.015621424,Amenaza baja,Pasto cultivado arbolado,Cono aluvial 1 rio Pance,0.0,48.6,127.6,247.9,266.8,488.4,638.1,0
1153.743286,24.48114967,Riesgo medio,Zonas urbanas continuas,Lateritas Formacion Volcanica,3.6,31.8,32.0,43.5,94.9,266.3,458.0,1
1572.001221,58.08831787,Amenaza media,Bosque mixto abierto alto de tierra firme,Lateritas Formacion Volcanica,29.2,56.4,59.0,94.0,144.8,289.2,375.0,1
1176.374268,56.9627533,Riesgo alto,Zonas urbanas continuas,Formacion Guachinte,7.6,83.5,110.0,213.5,343.7,452.1,531.0,1
1113.822266,14.91334724,Riesgo bajo,Vegetación secundaria o transición,Formacion Guachinte,0.0,6.1,6.1,42.4,65.6,256.4,415.5,0
1079.01001,51.78972244,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,2.0,95.0,95.0,113.0,424.0,848.0,920.0,1
1085.466919,27.24614334,Riesgo alto,Otras superficies artificiales sin construcción,Formacion Volcanica,0.0,104.0,184.0,260.0,446.0,553.0,711.0,1
1059.852905,87.4641037,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,10.0,167.0,188.0,313.0,456.0,536.0,694.0,1
1020.099487,10.19723606,Amenaza baja,Pasto cultivado,Cono aluvial 1 rio Pance,0.0,1.0,1.0,4.9,30.3,53.2,135.1,0
1048.233765,11.39416313,Amenaza baja,Bosque mixto fragmentado con pastos y cultivos,Cono aluvial 1 rio Pance,0.0,0.0,0.0,0.0,31.6,147.9,380.9,0
1055.131226,64.33078003,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,4.0,171.0,173.0,315.0,458.0,540.0,698.0,1
1073.880737,11.28443432,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,7.2,70.5,70.0,92.0,143.6,221.2,359.0,1
1074.040771,41.56373978,Riesgo bajo,Otras superficies artificiales sin construcción,Lateritas Formacion Volcanica,0.6,93.8,94.0,197.0,212.2,279.2,422.0,1
1068.443237,20.40509415,Riesgo alto,Otras superficies artificiales sin construcción,Formacion Volcanica,55.0,130.0,130.0,231.0,333.0,443.0,629.0,1
1085.084961,58.29159546,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,14.0,197.0,210.0,366.0,583.0,746.0,908.0,1
1132.905884,39.89579773,Amenaza baja,Bosque mixto denso bajo de tierra firme,Formacion Jamundi,1.0,0.9,0.9,4.9,30.8,53.2,135.0,0
991.9353027,51.89107132,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,7.2,70.5,70.0,92.0,143.6,221.2,359.0,1
1015.099304,28.13564491,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,0.0,63.3,84.0,118.6,136.3,224.9,360.0,1
1034.819702,47.61074448,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,0.2,0.0,6.9,42.4,94.7,140.0,1
1167.409058,28.36438751,Riesgo bajo,Zonas urbanas discontinuas,Formacion Volcanica,0.0,22.2,24.1,24.1,26.7,172.3,346.8,0
1036.990967,7.118861198,Amenaza baja,Pasto cultivado arbolado,Formacion Jamundi,1.0,22.5,49.2,80.6,80.6,154.8,262.2,0
1098.149658,27.02991486,Amenaza baja,Bosque mixto denso bajo de tierra firme,Formacion Jamundi,0.0,98.2,131.0,176.0,256.0,551.4,753.0,0
1237.593628,55.7868309,Riesgo medio,Zonas urbanas discontinuas,Lateritas Formacion Volcanica,53.0,157.0,217.0,256.0,343.0,390.0,565.0,1
1397.077759,45.97906876,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,0.0,25.0,27.0,33.0,46.0,309.0,598.0,0
1171.020264,5.274658203,Amenaza baja,Pasto cultivado enmalezado,Formacion Jamundi,1.0,105.5,135.4,203.4,231.2,489.1,641.1,0
1043.085571,13.9525795,Riesgo bajo,Zonas urbanas discontinuas,Lateritas Formacion Volcanica,0.0,0.0,22.2,24.1,24.2,137.9,326.9,0
1167.014282,20.93723869,Amenaza baja,Pasto cultivado enmalezado,Formacion Jamundi,0.0,7.8,8.2,72.7,92.5,212.3,336.7,0
1086.126587,35.5473938,Riesgo alto,Otras superficies artificiales sin construcción,Formacion Volcanica,0.0,18.0,172.0,225.0,471.0,753.0,859.0,1
1086.399536,16.06889915,Riesgo alto,Otras superficies artificiales sin construcción,Formacion Volcanica,10.0,193.0,218.0,311.0,583.0,735.0,918.0,1
1051.061279,8.331033707,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,10.0,167.0,188.0,313.0,456.0,536.0,694.0,1
1039.669922,8.876957893,Amenaza baja,Pasto cultivado arbolado,Cono aluvial 2 rio Pance,2.0,31.4,31.4,31.4,84.5,156.5,271.2,0
1213.833008,55.06575012,Riesgo medio,Pasto cultivado arbolado,Lateritas Formacion Volcanica,0.0,7.0,8.0,8.0,17.0,30.0,130.0,1
1036.947632,56.9199791,Riesgo medio,Zonas urbanas continuas,Lateritas Formacion Volcanica,0.0,215.0,279.0,279.0,340.0,446.0,676.0,1
1042.424561,16.26605988,Amenaza baja,Pasto cultivado enmalezado,Formacion Jamundi,0.0,37.0,37.0,37.0,145.0,275.0,330.0,0
984.8694458,30.92143631,Amenaza baja,Bosque mixto abierto bajo de tierra firme,Cono aluvial 2 rio Pance,0.0,35.0,49.0,121.0,135.0,163.0,220.0,0
1106.887817,33.56287766,Amenaza baja,Pasto cultivado arbolado,Formacion Jamundi,0.0,24.0,24.0,24.0,265.0,541.0,687.0,0
1118.503662,69.27466583,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,168.0,207.0,239.0,571.0,735.0,845.0,1
1068.523682,79.9154892,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,11.0,100.0,215.0,306.0,388.0,535.0,690.0,1
1137.671021,49.05119324,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,10.0,193.0,218.0,311.0,583.0,735.0,918.0,1
1018.263611,49.86513519,Amenaza baja,Pasto cultivado arbolado,Formacion Jamundi,20.0,53.0,53.0,116.0,156.0,460.0,534.0,0
1012.649475,24.8802948,Amenaza baja,Bosque mixto fragmentado con pastos y cultivos,Cono aluvial 1 rio Pance,2.0,31.4,31.4,31.4,84.5,156.5,271.2,0
1012.471741,14.42041779,Amenaza baja,Bosque mixto denso bajo de tierra firme,Cono aluvial 1 rio Pance,1.0,0.9,0.9,4.9,30.8,53.2,135.0,0
1784.541626,25.71876907,Amenaza media,Bosque mixto denso alto de tierra firme,Lateritas Formacion Volcanica,0.0,34.2,76.0,143.2,193.4,350.0,501.0,1
1066.242188,36.49390411,Amenaza baja,Pasto cultivado enmalezado,Formacion Jamundi,0.0,4.0,4.0,4.0,10.0,49.0,120.0,0
1398.259766,19.11074257,Riesgo bajo,Bosque mixto abierto alto de tierra firme,Formacion Guachinte,0.0,0.0,0.0,0.0,8.0,33.0,189.0,0
1206.173462,37.61865997,Amenaza media,Vegetación secundaria o transición,Lateritas Formacion Volcanica,10.0,193.0,218.0,311.0,583.0,735.0,918.0,1
1602.878174,26.36684799,Amenaza baja,Misceláneo de cultivos y espacios naturales,Formacion Guachinte,0.0,0.4,0.4,0.4,33.0,93.2,247.8,0
1995.63269,67.04980469,Riesgo bajo,Bosque mixto denso alto de tierra firme,Formacion Volcanica,6.0,27.4,27.4,53.6,56.8,159.0,226.0,0
1888.755859,25.40715218,Riesgo bajo,Pasto cultivado arbolado,Lateritas Formacion Volcanica,0.0,7.6,12.0,31.0,118.6,232.8,334.0,0
1146.140625,24.37234688,Riesgo bajo,Zonas urbanas discontinuas,Lateritas Formacion Volcanica,0.0,0.0,0.0,0.0,5.0,35.0,307.0,0
1861.872803,34.82201386,Riesgo bajo,Bosque mixto denso alto de tierra firme,Formacion Volcanica,8.0,43.0,72.0,99.0,188.0,269.0,335.0,1
1166.217407,43.55548096,Amenaza baja,Vegetación secundaria o transición,Formacion Volcanica,10.0,167.0,188.0,313.0,456.0,536.0,694.0,1
1070.486328,76.82875061,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,52.0,52.0,94.0,192.0,376.0,545.0,1
973.3988037,9.958462715,Riesgo bajo,Zonas urbanas continuas,Cono aluvial rio Melendez,4.0,26.8,36.7,37.2,49.0,80.8,332.3,0
1083.403442,11.09665108,Riesgo bajo,Pasto cultivado,Cono aluvial 2 rio Pance,0.0,1.0,1.0,4.9,30.3,53.2,135.1,0
1043.582886,42.15626144,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,182.0,207.0,244.0,566.0,735.0,878.0,1
1167.901245,23.53801918,Riesgo alto,Otras asociaciones de cultivos,Lateritas Formacion Volcanica,0.0,18.0,172.0,225.0,471.0,753.0,859.0,1
1002.545227,21.55056763,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,75.0,77.0,77.0,221.0,336.0,405.0,0
1070.66626,16.97060204,Amenaza baja,Pasto cultivado arbolado,Formacion Volcanica,0.0,0.6,0.6,3.4,35.4,57.2,155.4,0
985.0149536,11.15960884,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,0.0,0.0,0.0,2.3,13.2,39.2,111.7,0
1078.043335,8.636368752,Amenaza baja,Pasto cultivado arbolado,Formacion Jamundi,7.0,112.8,113.2,125.8,215.2,374.0,430.0,0
1148.995728,32.60607529,Amenaza baja,Bosque mixto denso alto de tierra firme,Formacion Jamundi,2.0,3.9,8.8,28.7,32.4,78.8,259.1,0
1047.075562,74.57149506,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,79.0,79.0,139.0,247.0,277.0,425.0,1
1044.613892,27.37122154,Amenaza baja,Bosque mixto denso bajo de tierra firme,Lateritas Formacion Volcanica,0.0,0.0,0.0,1.2,25.3,61.4,232.8,0
1081.917603,10.08415031,Riesgo alto,Otras superficies artificiales sin construcción,Formacion Volcanica,0.0,18.0,42.0,211.0,430.0,753.0,859.0,1
1764.959473,63.82538986,Riesgo medio,Misceláneo de pastos y cultivos,Lateritas Formacion Volcanica,8.0,43.0,72.0,99.0,188.0,269.0,335.0,1
1107.623291,28.28303146,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,18.0,42.0,211.0,430.0,753.0,859.0,1
1642.456299,43.02135086,Riesgo bajo,Otros cultivos arbustivos plantados abiertos,Formacion Volcanica,8.6,65.0,116.0,209.8,292.0,469.4,690.0,1
1044.863525,35.90003967,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,182.0,207.0,244.0,566.0,735.0,878.0,1
1100.170776,28.63066483,Riesgo medio,Zonas urbanas continuas,Formacion Guachinte,6.3,84.9,93.0,173.1,368.4,446.1,536.0,1
1003.604004,6.475253105,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,0.0,22.0,22.0,50.2,217.2,483.2,555.0,1
995.0872192,7.782928944,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,6.0,28.0,30.0,53.0,111.0,223.0,0
1288.595215,41.48134232,Riesgo bajo,Otras superficies artificiales con construcción,Cono aluvial 2 rio Pance,0.0,89.0,91.8,133.6,154.0,464.2,607.4,0
1636.703613,24.83427238,Riesgo bajo,Bosque mixto denso alto de tierra firme,Lateritas Formacion Volcanica,0.0,20.0,31.4,32.8,98.8,194.2,222.8,0
998.480835,25.55153656,Riesgo medio,Otras superficies artificiales sin construcción,Formacion Volcanica,1.0,65.8,74.0,86.6,190.8,291.2,300.0,1
1049.930176,20.15525246,Riesgo medio,Zonas urbanas continuas,Formacion Guachinte,6.7,95.5,128.0,187.2,370.2,573.6,611.0,1
1765.991699,41.07585907,Riesgo medio,Bosque mixto denso alto de tierra firme,Lateritas Formacion Volcanica,5.0,74.0,91.0,102.0,182.0,272.0,364.0,1
1270.673706,4.419974804,Riesgo bajo,Vegetación secundaria o transición,Lateritas Formacion Volcanica,0.0,5.0,5.0,10.1,13.1,95.1,197.1,0
1174.192871,25.31579781,Amenaza baja,Pasto cultivado enmalezado,Formacion Jamundi,0.0,0.0,9.6,27.3,30.4,76.4,267.8,0
1089.767456,19.65428352,Riesgo alto,Otras superficies artificiales sin construcción,Formacion Volcanica,0.0,18.0,172.0,225.0,471.0,753.0,859.0,1
1034.843506,52.36040497,Riesgo bajo,Zonas urbanas continuas,Formacion Guachinte,35.0,107.0,149.0,229.0,276.0,496.0,740.0,1
1044.550781,13.03767681,Amenaza baja,Bosque mixto fragmentado con pastos y cultivos,Cono aluvial 1 rio Pance,0.0,1.0,1.0,1.0,29.7,53.2,130.3,0
1690.444214,24.46246338,Riesgo bajo,Pasto cultivado,Lateritas Formacion Volcanica,0.0,9.0,17.0,37.0,147.0,242.0,453.0,0
1073.70874,6.012948036,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,104.0,184.0,260.0,446.0,553.0,711.0,1
1001.267517,11.59708405,Riesgo medio,Zonas urbanas continuas,Formacion Volcanica,4.0,171.0,173.0,315.0,458.0,540.0,698.0,1
1076.783447,23.86061287,Riesgo medio,Zonas urbanas continuas,Formacion Guachinte,7.6,83.5,110.0,213.5,343.7,452.1,531.0,1
1193.264893,10.30497646,Amenaza baja,Pasto cultivado arbolado,Formacion Jamundi,4.0,8.2,15.7,59.3,74.9,212.3,343.9,0
1037.846802,14.3763504,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,1.2,100.8,113.0,205.0,315.2,386.6,530.0,1
1032.912598,51.46683502,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,18.0,172.0,225.0,471.0,753.0,859.0,1
1099.222412,36.79383087,Riesgo alto,Zonas urbanas continuas,Formacion Guachinte,7.6,83.5,110.0,213.5,343.7,452.1,531.0,1
1769.028564,15.463274,Riesgo medio,Bosque mixto denso alto de tierra firme,Lateritas Formacion Volcanica,5.0,74.0,91.0,102.0,182.0,272.0,364.0,1
1015.756653,5.279693604,Amenaza baja,Bosque de guadua,Cono aluvial 2 rio Pance,0.0,10.0,10.0,59.0,129.0,361.0,463.0,0
1074.7229,61.95690536,Riesgo alto,Zonas urbanas continuas,Formacion Volcanica,0.0,47.0,72.0,81.0,158.0,276.0,371.0,1
994.1732788,3.643045664,Amenaza baja,Arbustal y matorral abierto bajo de tierra firme,Cono aluvial 2 rio Pance,0.0,0.0,0.0,1.0,3.0,65.0,109.0,0
1074.063721,20.66666985,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.8,51.4,62.0,80.2,155.4,188.4,372.0,1
1119.911743,59.4994545,Amenaza baja,Bosque mixto fragmentado con pastos y cultivos,Formacion Ferreira,0.0,0.0,0.0,0.0,37.0,148.4,401.5,0
1017.470947,13.60008812,Riesgo bajo,Zonas urbanas continuas,Formacion Volcanica,0.0,0.0,0.0,0.2,62.2,262.2,512.4,0
1495.354126,72.14406586,Riesgo bajo,Zonas urbanas continuas,Lateritas Formacion Volcanica,8.0,61.0,61.0,84.0,92.0,84.0,165.0,1
